age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,contact_year,contact_month,contact_day,contact_dayofweek,n_employees_region,avg_salary_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level,premium_salary_percentage,outreach_capacity_ratio,salary_diff_region
45,0.0,0.0,47964.46,2.0,1.0,0.0,0.6,0,2.0,0.0,0.0,-1,2024,6,23,6,2506,65008.32,455,3.1,151,38,1.0,0.9486190400142105,0.06025538707102953,-17043.86
57,0.0,0.0,62489.07,2.0,3.0,0.0,5.0,0,0.0,4.0,1.0,1,2024,2,6,1,2582,65007.07,574,4.7,437,28,1.0,0.9185606378843532,0.16924864446165763,-2518.0
30,1.0,1.0,51295.91,0.0,2.0,1.0,4.9,0,0.0,0.0,2.0,0,2024,7,9,1,2424,65200.49,481,3.3,324,17,2.0,0.9376965921844451,0.13366336633663367,-13904.579999999994
59,0.0,1.0,54218.5,1.0,2.0,0.0,3.4,0,1.0,0.0,0.0,1,2024,7,22,0,2424,65200.49,481,3.3,324,17,2.0,0.887151064673497,0.13366336633663367,-10981.989999999998
63,0.0,1.0,44205.14,1.0,3.0,1.0,1.4,1,1.0,5.0,2.0,0,2024,2,18,6,2582,65007.07,574,4.7,437,28,1.0,1.29849153288509,0.16924864446165763,-20801.93
30,1.0,1.0,60665.82,2.0,1.0,1.0,0.0,0,0.0,4.0,0.0,-1,2024,4,3,2,2506,65008.32,455,3.1,151,38,1.0,0.7500104671790474,0.06025538707102953,-4342.5
38,1.0,1.0,70007.31,1.0,0.0,1.0,2.8,1,3.0,4.0,2.0,1,2024,2,14,2,2488,64921.46,595,4.4,469,18,0.0,0.8499112449828453,0.1885048231511254,5085.8499999999985
33,1.0,2.0,88847.41,1.0,1.0,1.0,7.9,1,0.0,3.0,0.0,0,2024,1,24,2,2506,65008.32,455,3.1,151,38,1.0,0.5121139715834148,0.06025538707102953,23839.090000000004
28,0.0,2.0,72116.53,2.0,2.0,1.0,5.6,0,0.0,4.0,0.0,0,2024,10,21,0,2424,65200.49,481,3.3,324,17,2.0,0.6669760733080197,0.13366336633663367,6916.040000000001
27,0.0,1.0,54033.74,0.0,1.0,1.0,5.0,0,2.0,0.0,0.0,0,2024,7,17,2,2506,65008.32,455,3.1,151,38,1.0,0.8420664569952034,0.06025538707102953,-10974.580000000002
52,1.0,1.0,87143.25,2.0,0.0,1.0,1.3,1,1.0,2.0,0.0,1,2024,6,18,1,2488,64921.46,595,4.4,469,18,0.0,0.682783807122181,0.1885048231511254,22221.79
49,1.0,1.0,88689.45,0.0,0.0,1.0,0.3,1,0.0,2.0,0.0,-1,2024,2,18,6,2488,64921.46,595,4.4,469,18,0.0,0.6708802456210969,0.1885048231511254,23767.989999999998
40,0.0,2.0,73376.29,1.0,0.0,1.0,1.1,1,1.0,4.0,2.0,1,2024,1,30,1,2488,64921.46,595,4.4,469,18,0.0,0.8108886399135198,0.1885048231511254,8454.829999999994
42,0.0,2.0,91841.05,1.0,2.0,0.0,2.2,1,1.0,3.0,0.0,1,2024,11,22,4,2424,65200.49,481,3.3,324,17,2.0,0.5237309460203253,0.13366336633663367,26640.560000000005
25,0.0,2.0,53350.82,0.0,2.0,0.0,1.1,0,0.0,1.0,0.0,0,2024,4,28,6,2424,65200.49,481,3.3,324,17,2.0,0.9015793946559771,0.13366336633663367,-11849.669999999998
54,0.0,1.0,43217.2,2.0,2.0,0.0,17.3,0,1.0,0.0,0.0,0,2024,12,15,6,2424,65200.49,481,3.3,324,17,2.0,1.112982793887619,0.13366336633663367,-21983.29
29,0.0,0.0,82902.23,1.0,3.0,0.0,2.1,0,0.0,5.0,2.0,-1,2024,7,11,3,2582,65007.07,574,4.7,437,28,1.0,0.6923818575205999,0.16924864446165763,17895.159999999996
53,1.0,2.0,68290.83,1.0,2.0,1.0,0.0,1,3.0,5.0,2.0,-1,2024,10,20,6,2424,65200.49,481,3.3,324,17,2.0,0.7043405388395484,0.13366336633663367,3090.340000000004
22,1.0,2.0,69281.89,0.0,1.0,1.0,0.0,0,0.0,4.0,1.0,-1,2024,3,18,0,2506,65008.32,455,3.1,151,38,1.0,0.6567372801175025,0.06025538707102953,4273.57
61,1.0,0.0,65070.74,1.0,2.0,0.0,5.2,1,0.0,4.0,1.0,0,2024,5,23,3,2424,65200.49,481,3.3,324,17,2.0,0.739195527820953,0.13366336633663367,-129.75
63,0.0,2.0,69519.46,1.0,3.0,1.0,4.8,1,0.0,5.0,0.0,1,2024,1,31,2,2582,65007.07,574,4.7,437,28,1.0,0.8256680935093569,0.16924864446165763,4512.390000000007
35,1.0,1.0,57443.29,0.0,3.0,1.0,3.5,0,0.0,5.0,0.0,0,2024,6,20,3,2582,65007.07,574,4.7,437,28,1.0,0.9992463871759434,0.16924864446165763,-7563.779999999999
61,1.0,1.0,113254.75,1.0,0.0,0.0,5.1,1,2.0,2.0,1.0,1,2024,5,17,4,2488,64921.46,595,4.4,469,18,0.0,0.5253642783194524,0.1885048231511254,48333.29
42,1.0,0.0,58546.47,1.0,1.0,1.0,7.3,1,1.0,5.0,0.0,1,2024,2,3,5,2506,65008.32,455,3.1,151,38,1.0,0.7771604334129795,0.06025538707102953,-6461.8499999999985
40,0.0,2.0,62569.39,1.0,1.0,1.0,6.8,1,0.0,5.0,1.0,1,2024,4,6,5,2506,65008.32,455,3.1,151,38,1.0,0.727192641641544,0.06025538707102953,-2438.9300000000003
41,0.0,3.0,65657.44,1.0,0.0,0.0,1.6,1,0.0,5.0,0.0,0,2024,11,29,4,2488,64921.46,595,4.4,469,18,0.0,0.9062187011860348,0.1885048231511254,735.9800000000032
46,1.0,2.0,61170.71,1.0,1.0,0.0,3.1,1,0.0,5.0,1.0,-1,2024,6,20,3,2506,65008.32,455,3.1,151,38,1.0,0.7438200406697911,0.06025538707102953,-3837.6100000000006
46,1.0,2.0,70732.44,1.0,3.0,0.0,0.7,1,1.0,5.0,2.0,-1,2024,5,31,4,2582,65007.07,574,4.7,437,28,1.0,0.8115088352670994,0.16924864446165763,5725.370000000003
44,0.0,2.0,50930.14,1.0,1.0,1.0,5.0,1,2.0,0.0,0.0,1,2024,11,2,5,2506,65008.32,455,3.1,151,38,1.0,0.8933806190204858,0.06025538707102953,-14078.18
45,0.0,2.0,48989.45,2.0,0.0,0.0,1.6,0,1.0,0.0,1.0,0,2023,12,22,4,2488,64921.46,595,4.4,469,18,0.0,1.2145472137368352,0.1885048231511254,-15932.010000000002
22,0.0,1.0,63067.76,1.0,0.0,1.0,0.0,1,0.0,5.0,2.0,1,2024,8,30,4,2488,64921.46,595,4.4,469,18,0.0,0.9434297333534599,0.1885048231511254,-1853.699999999997
27,0.0,1.0,91047.29,1.0,1.0,1.0,0.4,1,1.0,3.0,2.0,-1,2024,10,4,4,2506,65008.32,455,3.1,151,38,1.0,0.49974029979365675,0.06025538707102953,26038.969999999994
43,1.0,0.0,56951.44,1.0,2.0,0.0,6.4,0,0.0,5.0,1.0,0,2024,7,7,6,2424,65200.49,481,3.3,324,17,2.0,0.8445791713080476,0.13366336633663367,-8249.049999999996
48,1.0,1.0,66610.36,1.0,0.0,1.0,5.6,1,0.0,5.0,2.0,1,2024,9,21,5,2488,64921.46,595,4.4,469,18,0.0,0.8932544427023064,0.1885048231511254,1688.9000000000015
53,0.0,0.0,41881.23,1.0,1.0,1.0,3.2,1,3.0,5.0,0.0,1,2024,6,1,5,2506,65008.32,455,3.1,151,38,1.0,1.0864055329798097,0.06025538707102953,-23127.089999999997
30,1.0,1.0,76917.01,1.0,3.0,0.0,0.4,0,2.0,5.0,2.0,-1,2024,10,7,0,2582,65007.07,574,4.7,437,28,1.0,0.746258857436086,0.16924864446165763,11909.939999999995
58,1.0,1.0,68129.63,1.0,2.0,1.0,1.0,1,0.0,4.0,1.0,0,2024,7,24,2,2424,65200.49,481,3.3,324,17,2.0,0.7060070632997714,0.13366336633663367,2929.1400000000067
23,0.0,2.0,50889.43,1.0,1.0,1.0,1.0,0,0.0,0.0,2.0,0,2024,11,27,2,2506,65008.32,455,3.1,151,38,1.0,0.8940952964102762,0.06025538707102953,-14118.89
39,0.0,1.0,44278.18,1.0,3.0,0.0,6.8,0,2.0,0.0,0.0,0,2023,12,29,4,2582,65007.07,574,4.7,437,28,1.0,1.2963495789574007,0.16924864446165763,-20728.89
55,0.0,1.0,64447.2,1.0,0.0,1.0,2.1,1,1.0,5.0,2.0,1,2024,8,15,3,2488,64921.46,595,4.4,469,18,0.0,0.9232363857545401,0.1885048231511254,-474.26000000000204
63,0.0,2.0,76132.08,1.0,0.0,0.0,1.0,1,0.0,4.0,1.0,1,2024,7,22,0,2488,64921.46,595,4.4,469,18,0.0,0.7815365086570603,0.1885048231511254,11210.620000000003
57,0.0,2.0,74785.32,0.0,1.0,1.0,0.3,1,1.0,5.0,0.0,-1,2024,9,3,1,2506,65008.32,455,3.1,151,38,1.0,0.608408174224567,0.06025538707102953,9777.000000000007
53,1.0,1.0,93148.9,1.0,3.0,0.0,12.3,1,1.0,3.0,1.0,0,2024,3,22,4,2582,65007.07,574,4.7,437,28,1.0,0.6162176901713279,0.16924864446165763,28141.829999999994
27,1.0,1.0,40032.33,1.0,3.0,1.0,0.5,0,2.0,0.0,0.0,-1,2024,11,10,6,2582,65007.07,574,4.7,437,28,1.0,1.433841097932596,0.16924864446165763,-24974.739999999998
25,0.0,1.0,58537.88,0.0,2.0,0.0,0.1,0,3.0,5.0,0.0,-1,2024,10,13,6,2424,65200.49,481,3.3,324,17,2.0,0.8216901602859551,0.13366336633663367,-6662.610000000001
39,1.0,2.0,75638.22,1.0,3.0,1.0,7.0,1,0.0,5.0,0.0,1,2024,2,12,0,2582,65007.07,574,4.7,437,28,1.0,0.7588756054809328,0.16924864446165763,10631.150000000001
40,0.0,1.0,71782.68,1.0,2.0,1.0,1.5,1,3.0,5.0,1.0,1,2024,3,21,3,2424,65200.49,481,3.3,324,17,2.0,0.6700780745438872,0.13366336633663367,6582.189999999995
37,0.0,1.0,46857.73,1.0,3.0,1.0,2.5,1,0.0,0.0,0.0,1,2024,1,9,1,2582,65007.07,574,4.7,437,28,1.0,1.2249846503447777,0.16924864446165763,-18149.339999999997
49,1.0,1.0,38545.55,1.0,1.0,0.0,0.0,0,3.0,0.0,1.0,-1,2024,3,28,3,2506,65008.32,455,3.1,151,38,1.0,1.180421605088006,0.06025538707102953,-26462.769999999997
34,1.0,2.0,57849.89,1.0,2.0,1.0,2.4,1,1.0,5.0,1.0,-1,2024,3,12,1,2424,65200.49,481,3.3,324,17,2.0,0.83146225515727,0.13366336633663367,-7350.5999999999985
37,0.0,2.0,59583.51,0.0,1.0,0.0,1.9,0,0.0,4.0,0.0,1,2024,11,2,5,2506,65008.32,455,3.1,151,38,1.0,0.7636340994345583,0.06025538707102953,-5424.809999999998
36,1.0,1.0,62684.11,0.0,3.0,1.0,2.1,1,1.0,5.0,1.0,1,2024,5,17,4,2582,65007.07,574,4.7,437,28,1.0,0.9157025600267755,0.16924864446165763,-2322.959999999999
52,1.0,0.0,88264.12,1.0,2.0,0.0,0.0,1,0.0,2.0,2.0,-1,2024,11,12,1,2424,65200.49,481,3.3,324,17,2.0,0.544955300069836,0.13366336633663367,23063.629999999997
32,0.0,1.0,43110.59,1.0,0.0,0.0,10.0,0,0.0,5.0,2.0,0,2024,2,24,5,2488,64921.46,595,4.4,469,18,0.0,1.3801713221739718,0.1885048231511254,-21810.870000000003
64,0.0,2.0,41073.26,1.0,3.0,1.0,14.2,1,0.0,5.0,2.0,-1,2024,5,19,6,2582,65007.07,574,4.7,437,28,1.0,1.3975029009141227,0.16924864446165763,-23933.809999999998
62,0.0,2.0,42866.8,2.0,3.0,0.0,1.6,0,1.0,5.0,2.0,0,2024,3,30,5,2582,65007.07,574,4.7,437,28,1.0,1.3390316048783673,0.16924864446165763,-22140.269999999997
58,1.0,2.0,68114.98,2.0,1.0,0.0,8.4,0,0.0,5.0,0.0,0,2024,10,25,4,2506,65008.32,455,3.1,151,38,1.0,0.6679881576710439,0.06025538707102953,3106.659999999996
38,0.0,1.0,50978.88,1.0,1.0,0.0,0.9,0,0.0,0.0,1.0,-1,2024,10,30,2,2506,65008.32,455,3.1,151,38,1.0,0.8925264737083278,0.06025538707102953,-14029.440000000002
51,1.0,1.0,48227.28,1.0,3.0,1.0,1.0,1,1.0,1.0,0.0,1,2024,6,9,6,2582,65007.07,574,4.7,437,28,1.0,1.1901977470012823,0.16924864446165763,-16779.79
53,1.0,2.0,52396.87,2.0,3.0,1.0,0.0,0,0.0,5.0,0.0,-1,2024,5,7,1,2582,65007.07,574,4.7,437,28,1.0,1.0954852837583617,0.16924864446165763,-12610.199999999997
25,1.0,0.0,77921.7,1.0,3.0,1.0,2.1,1,1.0,5.0,2.0,-1,2024,4,26,4,2582,65007.07,574,4.7,437,28,1.0,0.7366369060223276,0.16924864446165763,12914.629999999997
50,1.0,1.0,73714.89,1.0,2.0,1.0,1.7,1,2.0,5.0,1.0,-1,2024,12,27,4,2424,65200.49,481,3.3,324,17,2.0,0.6525140307473836,0.13366336633663367,8514.400000000001
26,0.0,1.0,53787.28,1.0,1.0,1.0,1.4,0,1.0,0.0,0.0,-1,2024,6,6,3,2506,65008.32,455,3.1,151,38,1.0,0.8459249101274503,0.06025538707102953,-11221.04
34,1.0,2.0,80452.1,1.0,0.0,1.0,2.5,1,0.0,5.0,1.0,1,2024,3,2,5,2488,64921.46,595,4.4,469,18,0.0,0.7395705021994453,0.1885048231511254,15530.640000000007
48,1.0,0.0,59448.97,1.0,3.0,0.0,7.5,0,2.0,4.0,2.0,1,2024,5,15,2,2582,65007.07,574,4.7,437,28,1.0,0.9655339697222676,0.16924864446165763,-5558.0999999999985
30,1.0,2.0,89448.32,1.0,1.0,1.0,2.3,1,0.0,3.0,1.0,1,2024,9,24,1,2506,65008.32,455,3.1,151,38,1.0,0.5086736117570458,0.06025538707102953,24440.000000000007
43,0.0,2.0,84850.69,2.0,1.0,0.0,0.6,0,0.0,4.0,2.0,-1,2024,4,25,3,2506,65008.32,455,3.1,151,38,1.0,0.5362360636077326,0.06025538707102953,19842.370000000003
47,1.0,1.0,58138.72,1.0,2.0,0.0,3.1,0,1.0,5.0,1.0,0,2024,11,2,5,2424,65200.49,481,3.3,324,17,2.0,0.8273315958796478,0.13366336633663367,-7061.769999999997
51,0.0,1.0,63654.2,2.0,3.0,1.0,3.8,1,0.0,4.0,0.0,1,2024,11,14,3,2582,65007.07,574,4.7,437,28,1.0,0.9017472531270521,0.16924864446165763,-1352.8700000000026
33,1.0,2.0,57694.01,1.0,3.0,1.0,1.4,1,0.0,5.0,1.0,1,2024,11,7,3,2582,65007.07,574,4.7,437,28,1.0,0.9949039770333176,0.16924864446165763,-7313.059999999998
27,0.0,2.0,86013.19,1.0,3.0,1.0,1.8,1,0.0,3.0,1.0,1,2024,7,13,5,2582,65007.07,574,4.7,437,28,1.0,0.6673395092078319,0.16924864446165763,21006.120000000003
39,1.0,1.0,79371.02,1.0,2.0,1.0,1.3,1,1.0,5.0,1.0,1,2024,9,23,0,2424,65200.49,481,3.3,324,17,2.0,0.6060146385922721,0.13366336633663367,14170.530000000006
28,1.0,1.0,79600.62,0.0,0.0,0.0,6.0,0,0.0,5.0,0.0,0,2024,11,6,2,2488,64921.46,595,4.4,469,18,0.0,0.7474816150929477,0.1885048231511254,14679.159999999996
55,0.0,2.0,73299.17,1.0,0.0,1.0,7.9,1,2.0,5.0,1.0,1,2024,12,9,0,2488,64921.46,595,4.4,469,18,0.0,0.8117417973491378,0.1885048231511254,8377.71
57,1.0,3.0,71247.46,1.0,0.0,1.0,6.1,1,1.0,5.0,1.0,1,2023,12,18,0,2488,64921.46,595,4.4,469,18,0.0,0.8351174905042228,0.1885048231511254,6326.000000000007
61,1.0,2.0,60166.58,2.0,0.0,1.0,5.7,1,0.0,4.0,0.0,1,2024,10,28,0,2488,64921.46,595,4.4,469,18,0.0,0.9889210920747034,0.1885048231511254,-4754.879999999997
34,0.0,1.0,29783.99,2.0,3.0,0.0,0.2,0,2.0,0.0,2.0,-1,2024,8,17,5,2582,65007.07,574,4.7,437,28,1.0,1.9272098869224707,0.16924864446165763,-35223.08
28,1.0,1.0,63664.55,1.0,3.0,1.0,1.1,1,3.0,5.0,0.0,1,2024,5,16,3,2582,65007.07,574,4.7,437,28,1.0,0.9016006553097446,0.16924864446165763,-1342.5199999999968
58,0.0,1.0,75952.28,2.0,2.0,0.0,6.8,0,0.0,5.0,0.0,-1,2024,9,16,0,2424,65200.49,481,3.3,324,17,2.0,0.6332923777930037,0.13366336633663367,10751.79
58,0.0,1.0,74228.83,1.0,2.0,0.0,5.2,1,1.0,5.0,1.0,-1,2024,7,9,1,2424,65200.49,481,3.3,324,17,2.0,0.647996203092518,0.13366336633663367,9028.340000000004
32,0.0,1.0,54893.19,0.0,3.0,1.0,2.7,1,0.0,5.0,2.0,0,2024,2,16,4,2582,65007.07,574,4.7,437,28,1.0,1.0456670490456101,0.16924864446165763,-10113.879999999997
26,1.0,0.0,60457.89,1.0,2.0,0.0,0.4,0,0.0,4.0,0.0,-1,2024,4,4,3,2424,65200.49,481,3.3,324,17,2.0,0.795595082792337,0.13366336633663367,-4742.5999999999985
22,1.0,0.0,70566.01,1.0,0.0,1.0,0.0,1,0.0,4.0,0.0,1,2024,4,11,3,2488,64921.46,595,4.4,469,18,0.0,0.843182149592984,0.1885048231511254,5644.549999999996
39,0.0,2.0,60141.53,0.0,2.0,0.0,5.8,0,1.0,4.0,2.0,0,2024,6,13,3,2424,65200.49,481,3.3,324,17,2.0,0.799780118663426,0.13366336633663367,-5058.959999999999
64,1.0,1.0,61364.91,1.0,1.0,1.0,12.0,1,0.0,5.0,2.0,-1,2024,1,14,6,2506,65008.32,455,3.1,151,38,1.0,0.7414660919408176,0.06025538707102953,-3643.409999999996
55,1.0,2.0,77517.52,1.0,0.0,1.0,1.4,1,0.0,5.0,0.0,1,2024,11,20,2,2488,64921.46,595,4.4,469,18,0.0,0.7675684155014246,0.1885048231511254,12596.060000000005
31,1.0,1.0,74837.94,2.0,3.0,0.0,1.6,0,0.0,5.0,1.0,-1,2024,3,13,2,2582,65007.07,574,4.7,437,28,1.0,0.7669906467227718,0.16924864446165763,9830.870000000003
45,1.0,1.0,84280.76,0.0,3.0,1.0,8.8,1,0.0,4.0,0.0,1,2024,4,24,2,2582,65007.07,574,4.7,437,28,1.0,0.6810569814510453,0.16924864446165763,19273.689999999995
56,0.0,1.0,62117.69,2.0,0.0,1.0,6.7,1,0.0,5.0,0.0,1,2024,8,26,0,2488,64921.46,595,4.4,469,18,0.0,0.9578591863284034,0.1885048231511254,-2803.769999999997
59,0.0,0.0,80974.83,1.0,3.0,1.0,2.2,1,0.0,5.0,0.0,1,2023,12,25,0,2582,65007.07,574,4.7,437,28,1.0,0.7088622476885719,0.16924864446165763,15967.760000000002
37,2.0,0.0,91290.49,1.0,2.0,1.0,0.6,1,0.0,3.0,0.0,-1,2024,7,25,3,2424,65200.49,481,3.3,324,17,2.0,0.5268894930895869,0.13366336633663367,26090.000000000007
31,0.0,2.0,46514.85,1.0,2.0,0.0,2.3,0,0.0,0.0,0.0,1,2024,8,26,0,2424,65200.49,481,3.3,324,17,2.0,1.0340783642213187,0.13366336633663367,-18685.64
39,1.0,1.0,55242.66,1.0,0.0,1.0,0.0,1,0.0,4.0,1.0,-1,2024,2,21,2,2488,64921.46,595,4.4,469,18,0.0,1.0770661658942562,0.1885048231511254,-9678.799999999996
56,1.0,2.0,79831.64,2.0,2.0,1.0,3.0,1,3.0,4.0,1.0,1,2024,1,5,4,2424,65200.49,481,3.3,324,17,2.0,0.6025179991291674,0.13366336633663367,14631.150000000001
39,1.0,0.0,61738.42,1.0,0.0,1.0,3.8,1,0.0,4.0,2.0,0,2024,10,7,0,2488,64921.46,595,4.4,469,18,0.0,0.9637434842031914,0.1885048231511254,-3183.040000000001
55,0.0,1.0,67323.43,1.0,3.0,1.0,3.1,1,1.0,5.0,2.0,-1,2024,3,29,4,2582,65007.07,574,4.7,437,28,1.0,0.8526006473526379,0.16924864446165763,2316.3599999999933
58,0.0,1.0,68299.8,1.0,2.0,1.0,8.9,1,0.0,4.0,1.0,1,2024,2,5,0,2424,65200.49,481,3.3,324,17,2.0,0.7042480358654051,0.13366336633663367,3099.310000000005
42,0.0,1.0,54949.1,1.0,2.0,1.0,6.9,1,0.0,1.0,2.0,0,2024,6,11,1,2424,65200.49,481,3.3,324,17,2.0,0.8753555563239434,0.13366336633663367,-10251.39
42,1.0,1.0,58045.8,2.0,1.0,0.0,1.6,0,3.0,4.0,2.0,-1,2024,8,6,1,2506,65008.32,455,3.1,151,38,1.0,0.783863776535081,0.06025538707102953,-6962.519999999997
48,0.0,1.0,53034.69,1.0,3.0,0.0,11.1,0,0.0,0.0,1.0,-1,2024,2,14,2,2582,65007.07,574,4.7,437,28,1.0,1.0823104650936963,0.16924864446165763,-11972.379999999997
63,1.0,1.0,74421.47,1.0,0.0,1.0,4.5,1,0.0,5.0,1.0,-1,2023,12,26,1,2488,64921.46,595,4.4,469,18,0.0,0.7995004667335918,0.1885048231511254,9500.010000000002
47,1.0,2.0,52431.55,0.0,0.0,1.0,1.2,0,0.0,0.0,0.0,0,2024,6,18,1,2488,64921.46,595,4.4,469,18,0.0,1.1348129132173281,0.1885048231511254,-12489.909999999996
30,2.0,1.0,51333.12,1.0,0.0,0.0,2.5,0,2.0,0.0,2.0,1,2024,3,28,3,2488,64921.46,595,4.4,469,18,0.0,1.1590957261121084,0.1885048231511254,-13588.339999999997
57,0.0,2.0,91279.6,1.0,2.0,1.0,1.3,1,2.0,2.0,1.0,1,2024,10,31,3,2424,65200.49,481,3.3,324,17,2.0,0.5269523529901533,0.13366336633663367,26079.110000000008
24,1.0,2.0,59075.9,1.0,3.0,1.0,1.5,0,0.0,4.0,2.0,0,2024,4,4,3,2582,65007.07,574,4.7,437,28,1.0,0.971631409762695,0.16924864446165763,-5931.169999999998
24,1.0,2.0,73751.24,2.0,2.0,0.0,2.0,0,0.0,4.0,1.0,1,2024,1,23,1,2424,65200.49,481,3.3,324,17,2.0,0.6521924241544955,0.13366336633663367,8550.750000000007
32,0.0,1.0,76781.67,1.0,0.0,1.0,4.7,1,0.0,5.0,0.0,1,2024,4,20,5,2488,64921.46,595,4.4,469,18,0.0,0.7749245360253301,0.1885048231511254,11860.21
37,1.0,2.0,51797.76,1.0,0.0,1.0,0.2,1,1.0,5.0,0.0,-1,2024,9,19,3,2488,64921.46,595,4.4,469,18,0.0,1.1486983220896039,0.1885048231511254,-13123.699999999997
29,1.0,3.0,49629.87,1.0,3.0,1.0,7.0,0,0.0,0.0,2.0,0,2024,9,18,2,2582,65007.07,574,4.7,437,28,1.0,1.1565615626234764,0.16924864446165763,-15377.199999999997
57,1.0,1.0,62801.96,2.0,2.0,0.0,0.0,0,0.0,5.0,2.0,-1,2024,1,2,1,2424,65200.49,481,3.3,324,17,2.0,0.7658996630041482,0.13366336633663367,-2398.529999999999
37,0.0,1.0,44270.29,1.0,0.0,1.0,6.7,1,0.0,0.0,1.0,1,2024,2,11,6,2488,64921.46,595,4.4,469,18,0.0,1.344016495035384,0.1885048231511254,-20651.17
49,0.0,1.0,82621.94,0.0,2.0,0.0,11.6,0,0.0,5.0,1.0,0,2024,11,6,2,2424,65200.49,481,3.3,324,17,2.0,0.5821698207522118,0.13366336633663367,17421.450000000004
33,1.0,0.0,35440.96,2.0,3.0,0.0,1.5,0,0.0,1.0,1.0,0,2024,8,5,0,2582,65007.07,574,4.7,437,28,1.0,1.6195949545384776,0.16924864446165763,-29566.11
29,1.0,2.0,53971.78,1.0,0.0,0.0,6.8,0,0.0,0.0,0.0,0,2024,2,13,1,2488,64921.46,595,4.4,469,18,0.0,1.1024279725441704,0.1885048231511254,-10949.68
37,0.0,2.0,45317.63,1.0,2.0,1.0,14.2,1,0.0,1.0,1.0,1,2024,4,13,5,2424,65200.49,481,3.3,324,17,2.0,1.0613970765902807,0.13366336633663367,-19882.86
57,0.0,2.0,68610.63,1.0,3.0,0.0,2.9,1,3.0,5.0,0.0,-1,2024,6,27,3,2582,65007.07,574,4.7,437,28,1.0,0.8366050566799924,0.16924864446165763,3603.560000000005
45,1.0,3.0,56693.37,1.0,1.0,1.0,1.5,1,3.0,5.0,2.0,1,2024,11,13,2,2506,65008.32,455,3.1,151,38,1.0,0.8025629804684391,0.06025538707102953,-8314.949999999997
27,0.0,2.0,69705.02,0.0,3.0,0.0,4.5,0,0.0,4.0,0.0,-1,2024,2,25,6,2582,65007.07,574,4.7,437,28,1.0,0.8234701030141014,0.16924864446165763,4697.950000000004
34,0.0,1.0,53798.15,1.0,0.0,0.0,2.8,0,0.0,0.0,1.0,1,2024,10,16,2,2488,64921.46,595,4.4,469,18,0.0,1.1059859865069708,0.1885048231511254,-11123.309999999998
